2025-05-01 09:49:55.263720: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:32] Could not find cuda drivers on your machine, GPU will not be used.
2025-05-01 09:50:43,184 - ERROR - PWON.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,185 - ERROR - Error mengambil data RAJA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:43,185 - ERROR - Error mengambil data PTIS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:43,186 - ERROR - RAJA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,186 - ERROR - PTIS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,744 - ERROR - Error mengambil data REAL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:43,745 - ERROR - REAL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,746 - ERROR - Error mengambil data RDTX.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:43,746 - ERROR - RDTX.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,747 - ERROR - Error mengambil data RIGS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:43,748 - ERROR - RIGS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:43,749 - ERROR - Error mengambil data RICY.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:43,749 - ERROR - RICY.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,249 - ERROR - Error mengambil data SAME.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,249 - ERROR - SAME.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,251 - ERROR - Error mengambil data SAPX.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,251 - ERROR - Error mengambil data ROTI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,251 - ERROR - SAPX.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,252 - ERROR - Error mengambil data SCCO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,252 - ERROR - ROTI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,253 - ERROR - SCCO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,906 - ERROR - Error mengambil data SIDO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,906 - ERROR - SIDO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,907 - ERROR - Error mengambil data SCMA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,908 - ERROR - SCMA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,909 - ERROR - Error mengambil data SIMP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,910 - ERROR - SIMP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:44,911 - ERROR - Error mengambil data SILO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:44,911 - ERROR - SILO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:45,389 - ERROR - Error mengambil data SIPD.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:45,389 - ERROR - SIPD.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:45,392 - ERROR - Error mengambil data SMDR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:45,392 - ERROR - SMDR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:45,393 - ERROR - Error mengambil data SMCB.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:45,393 - ERROR - SMCB.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:45,401 - ERROR - Error mengambil data SMBR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:45,401 - ERROR - SMBR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:46,074 - ERROR - Error mengambil data SMKL.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:46,075 - ERROR - SMKL.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:46,076 - ERROR - Error mengambil data SMGR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:46,076 - ERROR - SMGR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:46,078 - ERROR - Error mengambil data SMSM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:46,078 - ERROR - SMSM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:46,125 - ERROR - Error mengambil data SMRA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:46,125 - ERROR - SMRA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:46,622 - ERROR - Error mengambil data SOCI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:46,622 - ERROR - SOCI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:46,624 - ERROR - Error mengambil data SQMI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:46,624 - ERROR - Error mengambil data SRAJ.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:46,624 - ERROR - SQMI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:46,624 - ERROR - SRAJ.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,068 - ERROR - Error mengambil data SRTG.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,069 - ERROR - SRTG.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,070 - ERROR - Error mengambil data STAA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,070 - ERROR - STAA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,071 - ERROR - Error mengambil data TALF.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,072 - ERROR - TALF.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,073 - ERROR - Error mengambil data STTP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,073 - ERROR - STTP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,573 - ERROR - Error mengambil data TARA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,574 - ERROR - TARA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,575 - ERROR - Error mengambil data TBIG.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,575 - ERROR - TBIG.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,577 - ERROR - Error mengambil data TIFA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,577 - ERROR - TIFA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:47,578 - ERROR - Error mengambil data TCID.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:47,578 - ERROR - TCID.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,058 - ERROR - Error mengambil data TINS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,059 - ERROR - Error mengambil data TLKM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,059 - ERROR - TINS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,059 - ERROR - TLKM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,061 - ERROR - Error mengambil data TOTO.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,062 - ERROR - Error mengambil data TKIM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,062 - ERROR - TOTO.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,062 - ERROR - TKIM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,539 - ERROR - Error mengambil data TPIA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,539 - ERROR - TPIA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,541 - ERROR - Error mengambil data ULTJ.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,541 - ERROR - ULTJ.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,542 - ERROR - Error mengambil data TURI.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,542 - ERROR - TURI.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:48,544 - ERROR - Error mengambil data TRIM.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:48,544 - ERROR - TRIM.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,226 - ERROR - Error mengambil data UNIC.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,226 - ERROR - UNIC.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,228 - ERROR - Error mengambil data UNTR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,228 - ERROR - UNTR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,229 - ERROR - Error mengambil data UNVR.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,229 - ERROR - UNVR.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,231 - ERROR - Error mengambil data WIKA.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,231 - ERROR - WIKA.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,759 - ERROR - Error mengambil data WSBP.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,760 - ERROR - Error mengambil data YPAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,760 - ERROR - WSBP.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,760 - ERROR - Error mengambil data WSKT.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,760 - ERROR - YPAS.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,761 - ERROR - Error mengambil data ZINC.JK: Too Many Requests. Rate limited. Try after a while.
2025-05-01 09:50:49,761 - ERROR - WSKT.JK: Data saham tidak ditemukan atau kosong.
2025-05-01 09:50:49,761 - ERROR - ZINC.JK: Data saham tidak ditemukan atau kosong.
